,u,v,adamic_adar
57387,vaccination exemption,infectious disease,0.812445404695
57417,vaccination exemption,vaccination,0.558110626551
57419,vaccination exemption,religious beliefs,0.254334778144
57426,vaccination exemption,peers,0.254334778144
57432,vaccination exemption,vaccine success,0.254334778144
57445,vaccination exemption,vaccine mandates,0.558110626551
57448,vaccination exemption,autism,0.254334778144
57453,vaccination exemption,vaccine requirements,0.897733898446
57455,vaccination exemption,driving factors,0.254334778144
57456,vaccination exemption,sexually active,0.254334778144
57459,vaccination exemption,sense of urgency,0.254334778144
57461,vaccination exemption,republicans,0.339623271895
57463,vaccination exemption,Governor Jerry Brown,0.794742885209
57472,vaccination exemption,friends,0.254334778144
57475,vaccination exemption,scheduled appointment,0.254334778144
57482,vaccination exemption,Tdap vaccine,0.254334778144
57521,severity,genetic component,0.333808200695
57592,severity,anti-vaccination,0.333808200695
57635,severity,protective effect of vaccines,0.333808200695
57638,severity,MMR vaccine,0.333808200695
57659,severity,environmental factors,0.333808200695
57692,severity,genetic predisposition,0.333808200695
57719,severity,vaccinated children and unvaccinated children,0.333808200695
57722,severity,vaccines,0.333808200695
57763,severity,families,0.333808200695
57808,severity,harmful association,0.333808200695
57825,severity,parents,0.333808200695
57844,severity,children at higher risk for autism,0.333808200695
57856,severity,vaccinated children,0.333808200695
57995,household,early treatment,0.303413075542
58018,household,increased sensitivity to light,0.303413075542
58085,household,anyone,0.303413075542
58136,household,young adults,0.303413075542
58138,household,disease,0.303413075542
58153,household,rash,0.303413075542
58157,household,respiratory secretions,0.303413075542
58166,household,teens,0.303413075542
58167,household,random cases,0.303413075542
58170,household,meningococcal outbreak,0.303413075542
58194,household,vaccines,0.303413075542
58205,household,confusion,0.303413075542
58231,household,healthy people,0.303413075542
58239,household,early diagnosis,0.303413075542
58327,household,long-term disabilities,0.303413075542
58351,household,carrier,0.303413075542
58356,household,meningococcal vaccine,0.303413075542
58365,household,outbreaks,0.303413075542
58385,household,deaths,0.303413075542
58428,household,serogroups,0.303413075542
58439,Nepal,religious groups,0.51389834237
58458,Nepal,measles resurgence,0.51389834237
58503,Nepal,India,0.51389834237
58693,Nepal,community,0.51389834237
58791,Nepal,Dutch reformed churches,0.51389834237
58985,one dose of vaccine,three-dose course,0.721347520444
59144,one dose of vaccine,cervical cancer,0.721347520444
59236,one dose of vaccine,high-risk types of HPV,0.721347520444
59383,anti-vaxxer,religious groups,0.30692767643
59405,anti-vaxxer,Jain study,0.30692767643
59411,anti-vaxxer,hypotheses,0.30692767643
59415,anti-vaxxer,vaccine-free day care centres,0.30692767643
59431,anti-vaxxer,California Coalition for Health Choice,0.30692767643
59439,anti-vaxxer,Vaccine Free Family Day Care,0.30692767643
59462,anti-vaxxer,activism,0.30692767643
59515,anti-vaxxer,argument,0.30692767643
59547,anti-vaxxer,consequences,0.30692767643
59613,anti-vaxxer,we,0.30692767643
59622,anti-vaxxer,vaccine-autism link,0.30692767643
59646,anti-vaxxer,families,0.30692767643
59725,anti-vaxxer,side effects,0.30692767643
59742,anti-vaxxer,religion,0.30692767643
59744,anti-vaxxer,developmental disability,0.30692767643
59769,anti-vaxxer,Eagle Mountain International Church,0.30692767643
59793,anti-vaxxer,money,0.30692767643
59802,anti-vaxxer,vaccine mandates,0.30692767643
59805,anti-vaxxer,autism,0.30692767643
59808,anti-vaxxer,SB 277,0.30692767643
59822,anti-vaxxer,time,0.30692767643
60090,vaccine delivery,vaccine-autism link,0.62133493456
60116,vaccine delivery,measles,0.62133493456
60210,vaccine delivery,measles vaccine,1.342682455
60212,vaccine delivery,infectious disease,0.721347520444
60329,Wakefield study,public health,0.328458738753
60337,Wakefield study,Jain study,0.328458738753
60343,Wakefield study,hypotheses,0.328458738753
60386,Wakefield study,children with family history of autism,0.328458738753
60396,Wakefield study,research,0.328458738753
60399,Wakefield study,Andrew Wakefield,1.44269504089
60412,Wakefield study,anti-vaccination,0.328458738753
60449,Wakefield study,argument,0.328458738753
60492,Wakefield study,fear,0.328458738753
60529,Wakefield study,vaccine refusal,0.721347520444
60557,Wakefield study,scientific paper,0.328458738753
60586,Wakefield study,evidence,0.328458738753
60594,Wakefield study,exist,0.328458738753
60641,Wakefield study,parents,1.0498062592
60654,Wakefield study,JAMA study,0.328458738753
60660,Wakefield study,children at higher risk for autism,0.328458738753
60663,Wakefield study,vaccine delay,0.721347520444
60727,Wakefield study,adults,0.328458738753
60775,teen girls,infection at multiple sites,0.3001016285
60780,teen girls,important message,0.480898346963
60783,teen girls,preventing cancer,0.3001016285
60784,teen girls,reduction in HPV,0.3001016285
60830,teen girls,HPV vaccine recommendations,0.3001016285
60857,teen girls,health officials,0.3001016285
60862,teen girls,women without previous HPV,0.3001016285
60869,teen girls,United States,0.3001016285
60871,teen girls,Gardasil,0.936017960276
60881,teen girls,women previously exposed to HPV,0.3001016285
60893,teen girls,girls,0.3001016285
60918,teen girls,protective effect of vaccines,0.480898346963
60925,teen girls,cervical dysplasia,0.3001016285
60968,teen girls,vaccine efficacy,0.3001016285
60987,teen girls,at risk,0.3001016285
60995,teen girls,sex,0.3001016285
61004,teen girls,free vaccine eligible,0.455119613313
61005,teen girls,vaccines,0.455119613313
61011,teen girls,cervical cancer,0.3001016285
61028,teen girls,cancer,0.3001016285
61036,teen girls,ages 11 or 12,0.3001016285
61047,teen girls,meningitis,0.3001016285
61052,teen girls,evidence,0.480898346963
61071,teen girls,Mina study,0.480898346963
61082,teen girls,HPV,0.455119613313
61083,teen girls,multi-site protection,0.3001016285
61092,teen girls,partial protection,0.3001016285
61102,teen girls,high-risk types of HPV,0.3001016285
61119,teen girls,vaccinated girls,0.455119613313
61142,teen girls,measles vaccine,0.480898346963
61182,teen girls,boys,0.3001016285
61212,teen girls,sexually active,0.455119613313
61221,teen girls,HPV infection,0.755221241814
61238,teen girls,Tdap vaccine,0.3001016285
61469,girls who received Gardasil,free vaccine eligible,0.434294481903
61470,girls who received Gardasil,vaccines,0.434294481903
61476,girls who received Gardasil,cervical cancer,0.434294481903
61493,girls who received Gardasil,cancer,0.434294481903
61531,girls who received Gardasil,abnormal cells,0.434294481903
61583,girls who received Gardasil,vaccinated girls,0.434294481903
61644,girls who received Gardasil,HPV vaccine,0.434294481903
61678,girls who received Gardasil,sexually active,0.434294481903
61687,girls who received Gardasil,HPV infection,0.434294481903
61713,philosophical exemption,religious groups,0.389871245251
61751,philosophical exemption,kindergarten,0.352956123865
61771,philosophical exemption,Disneyland measles outbreak,0.352956123865
61786,philosophical exemption,health officials,0.389871245251
61804,philosophical exemption,wealthy regions,0.352956123865
61807,philosophical exemption,state legislatures,0.389871245251
61826,philosophical exemption,compromise,0.389871245251
61832,philosophical exemption,uninformed,0.389871245251
61845,philosophical exemption,childcare,0.352956123865
61853,philosophical exemption,policy makers,0.352956123865
61864,philosophical exemption,medical exemption,0.352956123865
61865,philosophical exemption,Los Angeles County,0.352956123865
61935,philosophical exemption,Los Angeles,0.352956123865
61958,philosophical exemption,reasons,0.389871245251
61968,philosophical exemption,California,0.352956123865
62036,philosophical exemption,parents,0.742827369116
62056,philosophical exemption,people,0.352956123865
62111,philosophical exemption,preschoolers,0.352956123865
62132,philosophical exemption,right to personal exemptions,0.352956123865
62137,philosophical exemption,SB 277,0.742827369116
62178,population health,religious groups,0.258317766807
62181,population health,Hinduism,0.258317766807
62182,population health,polio,0.258317766807
62183,population health,risk of infection,0.258317766807
62187,population health,public health,0.258317766807
62191,population health,gelatin,0.258317766807
62192,population health,medical advancement,0.258317766807
62225,population health,safe,0.258317766807
62231,population health,schools,0.258317766807
62265,population health,immune response,0.258317766807
62277,population health,genital warts,0.258317766807
62299,population health,risk of cervical dysplasia,0.258317766807
62302,population health,written down,0.258317766807
62319,population health,cervical dysplasia,0.258317766807
62321,population health,funds,0.258317766807
62342,population health,disease,0.258317766807
62348,population health,Jewish dietary laws,0.258317766807
62377,population health,neurological problems,0.258317766807
62384,population health,medical law,0.258317766807
62391,population health,Jehovah's Witnesses,0.258317766807
62423,population health,saved lives,0.258317766807
62424,population health,community,0.258317766807
62426,population health,church,0.258317766807
62477,population health,risk of fainting,0.258317766807
62500,population health,parents,0.258317766807
62511,population health,minor symptoms,0.258317766807
62520,population health,people,0.258317766807
62542,population health,preventable disease,0.258317766807
62578,population health,link,0.258317766807
62591,population health,vaccinated individuals,0.258317766807
62592,population health,pig,0.258317766807
62594,population health,health care,0.258317766807
62598,population health,autism,0.258317766807
62601,population health,SB 277,0.258317766807
62608,population health,immunity,0.258317766807
62622,population health,Robert F. Kennedy Jr.,0.258317766807
62642,infection at multiple sites,preventing cancer,0.3001016285
62643,infection at multiple sites,reduction in HPV,0.3001016285
62686,infection at multiple sites,HPV vaccine recommendations,0.3001016285
62713,infection at multiple sites,health officials,0.3001016285
62718,infection at multiple sites,women without previous HPV,0.3001016285
62725,infection at multiple sites,United States,0.3001016285
62737,infection at multiple sites,women previously exposed to HPV,0.3001016285
62740,infection at multiple sites,genital warts,0.3001016285
62750,infection at multiple sites,girls,0.3001016285
62782,infection at multiple sites,cervical dysplasia,0.3001016285
62825,infection at multiple sites,vaccine efficacy,0.3001016285
62844,infection at multiple sites,at risk,0.3001016285
62852,infection at multiple sites,sex,0.3001016285
62868,infection at multiple sites,cervical cancer,0.3001016285
62885,infection at multiple sites,cancer,0.3001016285
62893,infection at multiple sites,ages 11 or 12,0.3001016285
62904,infection at multiple sites,meningitis,0.3001016285
